Seq,1:Fx,1:Fy,1:Fz,1:Mx,1:My,1:Mz,1:COPx,1:COPy,2:Fx,2:Fy,2:Fz,2:Mx,2:My,2:Mz,2:COPx,2:COPy
107.000000,38.269833,-13.010398,326.257263,-2.952335,13.660857,-1.677192,-0.041871,-0.009049,-35.235497,10.380662,313.647614,46.121696,-38.456120,3.411308,0.122609,0.147049
108.000000,38.269833,-13.010398,326.257263,-2.952335,13.660857,-1.677192,-0.041871,-0.009049,-35.235497,10.380662,313.647614,46.121696,-38.456120,3.411308,0.122609,0.147049
109.000000,38.270576,-13.008107,325.898651,-2.883709,13.708955,-1.677255,-0.042065,-0.008848,-35.235245,10.597955,313.648010,46.110718,-38.454498,3.381225,0.122604,0.147014
110.000000,38.270439,-13.225522,325.915466,-2.875160,13.707185,-1.648262,-0.042057,-0.008822,-35.235245,10.597955,313.648010,46.110718,-38.454498,3.381225,0.122604,0.147014
111.000000,38.488422,-13.231902,326.263580,-2.942337,13.671142,-1.605882,-0.041902,-0.009018,-35.239166,10.375482,313.645844,46.120876,-38.453053,3.350942,0.122600,0.147048
112.000000,38.489166,-13.229611,325.904968,-2.873711,13.719239,-1.605945,-0.042096,-0.008818,-35.239166,10.375482,313.645844,46.120876,-38.453053,3.350942,0.122600,0.147048
113.000000,38.489166,-13.229611,325.904968,-2.873711,13.719239,-1.605945,-0.042096,-0.008818,-35.237545,10.377926,313.650085,46.121777,-38.551205,3.351088,0.122912,0.147049
114.000000,38.488560,-13.014480,326.246765,-2.950886,13.672912,-1.634874,-0.041910,-0.009045,-35.237984,10.376398,314.013611,46.191029,-38.502068,3.350933,0.122613,0.147099
115.000000,38.271404,-13.225167,326.284912,-2.945396,13.755585,-1.648293,-0.042158,-0.009027,-35.237984,10.376398,314.013611,46.191029,-38.502068,3.350933,0.122613,0.147099
116.000000,38.489166,-13.229611,325.904968,-2.873711,13.719239,-1.605945,-0.042096,-0.008818,-35.237545,10.377926,313.650085,46.121777,-38.551205,3.351088,0.122912,0.147049
117.000000,38.489166,-13.229611,325.904968,-2.873711,13.719239,-1.605945,-0.042096,-0.008818,-35.237545,10.377926,313.650085,46.121777,-38.551205,3.351088,0.122912,0.147049
118.000000,38.269646,-13.225098,325.539795,-2.945560,13.756982,-1.647964,-0.042259,-0.009048,-35.234947,10.377337,314.380524,46.122757,-38.648174,3.351217,0.122934,0.146710
119.000000,38.271404,-13.225167,326.284912,-2.945396,13.755585,-1.648293,-0.042158,-0.009027,-35.017872,10.370370,314.370056,46.262829,-38.635956,3.392426,0.122900,0.147160
120.000000,38.264294,-13.230690,325.884247,-3.151191,13.710421,-1.563240,-0.042071,-0.009670,-35.017433,10.371898,314.006531,46.193573,-38.685089,3.392581,0.123198,0.147110
121.000000,38.264481,-13.229782,325.519684,-2.942680,13.759511,-1.563208,-0.042269,-0.009040,-35.013306,10.593006,314.743774,46.321712,-38.686058,3.279242,0.122913,0.147173
122.000000,38.487827,-13.445574,325.182556,-3.005207,13.717874,-1.576720,-0.042185,-0.009242,-35.235134,10.595003,314.381104,46.252007,-38.744446,3.320898,0.123240,0.147121
